Tipo de residuo;Tipo de tratamiento;Clase de peligrosidad;periodo;Total
01.2. Residuos ácidos, alcalinos o salinos;Vertido;NO PELIGROSO;2015;114.294
01.2. Residuos ácidos, alcalinos o salinos;Vertido;NO PELIGROSO;2014;125.751
01.2. Residuos ácidos, alcalinos o salinos;Vertido;NO PELIGROSO;2013;85.057
01.2. Residuos ácidos, alcalinos o salinos;Vertido;NO PELIGROSO;2012;111.568
01.2. Residuos ácidos, alcalinos o salinos;Vertido;NO PELIGROSO;2011;25.170
01.2. Residuos ácidos, alcalinos o salinos;Vertido;NO PELIGROSO;2010;44.945
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2020;16.441
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2019;14.135
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2018;18.120
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2017;18.067
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2016;19.723
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2015;27.400
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2014;34.129
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2013;26.093
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2012;63.597
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2011;61.970
01.2. Residuos ácidos, alcalinos o salinos;Vertido;PELIGROSO;2010;53.761
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2020;106.504
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2019;124.768
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2018;135.608
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2017;116.216
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2016;118.363
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2015;141.694
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2014;159.880
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2013;111.150
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2012;175.165
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2011;87.140
01.2. Residuos ácidos, alcalinos o salinos;Vertido;TOTAL GENERAL;2010;98.706
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2020;0
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2019;0
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2018;0
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2017;0
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2016;0
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2015;0
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2014;71
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2013;7
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2012;0
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2011;0
01.2. Residuos ácidos, alcalinos o salinos;Incineración;NO PELIGROSO;2010;33.275
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2020;22
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2019;18.833
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2018;19.459
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2017;14.937
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2016;3.356
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2015;16.063
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2014;17.677
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2013;17.637
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2012;17.151
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2011;25.962
01.2. Residuos ácidos, alcalinos o salinos;Incineración;PELIGROSO;2010;22.084
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2020;22
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2019;18.833
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2018;19.459
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2017;14.937
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2016;3.356
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2015;16.063
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2014;17.748
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2013;17.644
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2012;17.151
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2011;25.962
01.2. Residuos ácidos, alcalinos o salinos;Incineración;TOTAL GENERAL;2010;55.359
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2020;100.850
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2019;127.871
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2018;129.528
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2017;106.966
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2016;121.281
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2015;121.630
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2014;139.311
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2013;120.300
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2012;121.398
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2011;98.442
01.2. Residuos ácidos, alcalinos o salinos;Total;NO PELIGROSO;2010;148.285
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2020;214.684
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2019;282.365
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2018;298.704
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2017;266.008
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2016;252.373
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2015;263.647
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2014;275.905
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2013;198.589
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2012;186.219
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2011;294.598
01.2. Residuos ácidos, alcalinos o salinos;Total;PELIGROSO;2010;219.521
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2020;315.534
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2019;410.236
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2018;428.232
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2017;372.974
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2016;373.654
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2015;385.277
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2014;415.216
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2013;318.889
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2012;307.617
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2011;393.040
01.2. Residuos ácidos, alcalinos o salinos;Total;TOTAL GENERAL;2010;367.806
01.3. Aceites usados;Recuperación;NO PELIGROSO;2020;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2019;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2018;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2017;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2016;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2015;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2014;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2013;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2012;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2011;..
01.3. Aceites usados;Recuperación;NO PELIGROSO;2010;0
01.3. Aceites usados;Recuperación;PELIGROSO;2020;159.738
01.3. Aceites usados;Recuperación;PELIGROSO;2019;149.588
01.3. Aceites usados;Recuperación;PELIGROSO;2018;148.443
01.3. Aceites usados;Recuperación;PELIGROSO;2017;142.108
01.3. Aceites usados;Recuperación;PELIGROSO;2016;155.213
01.3. Aceites usados;Recuperación;PELIGROSO;2015;167.134
01.3. Aceites usados;Recuperación;PELIGROSO;2014;171.329
01.3. Aceites usados;Recuperación;PELIGROSO;2013;148.776
01.3. Aceites usados;Recuperación;PELIGROSO;2012;155.497
01.3. Aceites usados;Recuperación;PELIGROSO;2011;174.168
01.3. Aceites usados;Recuperación;PELIGROSO;2010;136.147
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2020;159.738
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2019;149.588
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2018;148.443
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2017;142.108
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2016;155.213
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2015;167.134
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2014;171.329
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2013;148.776
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2012;155.497
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2011;174.168
01.3. Aceites usados;Recuperación;TOTAL GENERAL;2010;136.147
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2020;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2019;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2018;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2017;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2016;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2015;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2014;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2013;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2012;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2011;..
01.3. Aceites usados;Operaciones de relleno;NO PELIGROSO;2010;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2020;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2019;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2018;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2017;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2016;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2015;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2014;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2013;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2012;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2011;0
01.3. Aceites usados;Operaciones de relleno;PELIGROSO;2010;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2020;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2019;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2018;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2017;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2016;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2015;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2014;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2013;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2012;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2011;0
01.3. Aceites usados;Operaciones de relleno;TOTAL GENERAL;2010;0
01.3. Aceites usados;Vertido;NO PELIGROSO;2020;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2019;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2018;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2017;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2016;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2015;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2014;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2013;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2012;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2011;..
01.3. Aceites usados;Vertido;NO PELIGROSO;2010;0
01.3. Aceites usados;Vertido;PELIGROSO;2020;885
01.3. Aceites usados;Vertido;PELIGROSO;2019;911
01.3. Aceites usados;Vertido;PELIGROSO;2018;779
01.3. Aceites usados;Vertido;PELIGROSO;2017;981
01.3. Aceites usados;Vertido;PELIGROSO;2016;3.019
01.3. Aceites usados;Vertido;PELIGROSO;2015;1.607
01.3. Aceites usados;Vertido;PELIGROSO;2014;665
01.3. Aceites usados;Vertido;PELIGROSO;2013;2.547
01.3. Aceites usados;Vertido;PELIGROSO;2012;5.109
01.3. Aceites usados;Vertido;PELIGROSO;2011;8.495
01.3. Aceites usados;Vertido;PELIGROSO;2010;5.566
01.3. Aceites usados;Vertido;TOTAL GENERAL;2020;885
01.3. Aceites usados;Vertido;TOTAL GENERAL;2019;911
01.3. Aceites usados;Vertido;TOTAL GENERAL;2018;779
01.3. Aceites usados;Vertido;TOTAL GENERAL;2017;981
01.3. Aceites usados;Vertido;TOTAL GENERAL;2016;3.019
01.3. Aceites usados;Vertido;TOTAL GENERAL;2015;1.607
01.3. Aceites usados;Vertido;TOTAL GENERAL;2014;665
01.3. Aceites usados;Vertido;TOTAL GENERAL;2013;2.547
01.3. Aceites usados;Vertido;TOTAL GENERAL;2012;5.109
01.3. Aceites usados;Vertido;TOTAL GENERAL;2011;8.495
01.3. Aceites usados;Vertido;TOTAL GENERAL;2010;5.566
01.3. Aceites usados;Incineración;NO PELIGROSO;2020;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2019;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2018;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2017;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2016;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2015;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2014;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2013;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2012;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2011;..
01.3. Aceites usados;Incineración;NO PELIGROSO;2010;0
01.3. Aceites usados;Incineración;PELIGROSO;2020;355
01.3. Aceites usados;Incineración;PELIGROSO;2019;886
01.3. Aceites usados;Incineración;PELIGROSO;2018;598
01.3. Aceites usados;Incineración;PELIGROSO;2017;795
01.3. Aceites usados;Incineración;PELIGROSO;2016;1.103
01.3. Aceites usados;Incineración;PELIGROSO;2015;2.466
01.3. Aceites usados;Incineración;PELIGROSO;2014;571
01.3. Aceites usados;Incineración;PELIGROSO;2013;2.289
01.3. Aceites usados;Incineración;PELIGROSO;2012;3.589
01.3. Aceites usados;Incineración;PELIGROSO;2011;1.079
01.3. Aceites usados;Incineración;PELIGROSO;2010;2.848
01.3. Aceites usados;Incineración;TOTAL GENERAL;2020;355
01.3. Aceites usados;Incineración;TOTAL GENERAL;2019;886
01.3. Aceites usados;Incineración;TOTAL GENERAL;2018;598
01.3. Aceites usados;Incineración;TOTAL GENERAL;2017;795
01.3. Aceites usados;Incineración;TOTAL GENERAL;2016;1.103
01.3. Aceites usados;Incineración;TOTAL GENERAL;2015;2.466
01.3. Aceites usados;Incineración;TOTAL GENERAL;2014;571
01.3. Aceites usados;Incineración;TOTAL GENERAL;2013;2.289
01.3. Aceites usados;Incineración;TOTAL GENERAL;2012;3.589
01.3. Aceites usados;Incineración;TOTAL GENERAL;2011;1.079
01.3. Aceites usados;Incineración;TOTAL GENERAL;2010;2.848
01.3. Aceites usados;Total;NO PELIGROSO;2020;..
01.3. Aceites usados;Total;NO PELIGROSO;2019;..
01.3. Aceites usados;Total;NO PELIGROSO;2018;..
01.3. Aceites usados;Total;NO PELIGROSO;2017;..
01.3. Aceites usados;Total;NO PELIGROSO;2016;..
01.3. Aceites usados;Total;NO PELIGROSO;2015;..
01.3. Aceites usados;Total;NO PELIGROSO;2014;..
01.3. Aceites usados;Total;NO PELIGROSO;2013;..
01.3. Aceites usados;Total;NO PELIGROSO;2012;..
01.3. Aceites usados;Total;NO PELIGROSO;2011;..
01.3. Aceites usados;Total;NO PELIGROSO;2010;0
01.3. Aceites usados;Total;PELIGROSO;2020;160.978
01.3. Aceites usados;Total;PELIGROSO;2019;151.385
01.3. Aceites usados;Total;PELIGROSO;2018;149.820
01.3. Aceites usados;Total;PELIGROSO;2017;143.884
01.3. Aceites usados;Total;PELIGROSO;2016;159.335
01.3. Aceites usados;Total;PELIGROSO;2015;171.207
01.3. Aceites usados;Total;PELIGROSO;2014;172.565
01.3. Aceites usados;Total;PELIGROSO;2013;153.612
01.3. Aceites usados;Total;PELIGROSO;2012;164.195
01.3. Aceites usados;Total;PELIGROSO;2011;183.742
01.3. Aceites usados;Total;PELIGROSO;2010;144.561
01.3. Aceites usados;Total;TOTAL GENERAL;2020;160.978
01.3. Aceites usados;Total;TOTAL GENERAL;2019;151.385
01.3. Aceites usados;Total;TOTAL GENERAL;2018;149.820
01.3. Aceites usados;Total;TOTAL GENERAL;2017;143.884
01.3. Aceites usados;Total;TOTAL GENERAL;2016;159.335
01.3. Aceites usados;Total;TOTAL GENERAL;2015;171.207
01.3. Aceites usados;Total;TOTAL GENERAL;2014;172.565
01.3. Aceites usados;Total;TOTAL GENERAL;2013;153.612
01.3. Aceites usados;Total;TOTAL GENERAL;2012;164.195
01.3. Aceites usados;Total;TOTAL GENERAL;2011;183.742
01.3. Aceites usados;Total;TOTAL GENERAL;2010;144.561
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2020;29.590
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2019;48.564
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2018;40.378
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2017;38.247
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2016;60.601
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2015;91.631
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2014;83.642
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2013;138.219
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2012;101.732
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2011;83.736
01.4 + 02 + 03.1.Residuos químicos;Recuperación;NO PELIGROSO;2010;125.665
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2020;383.904
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2019;451.907
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2018;510.984
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2017;432.132
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2016;448.240
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2015;437.508
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2014;427.026
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2013;578.034
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2012;509.596
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2011;418.315
01.4 + 02 + 03.1.Residuos químicos;Recuperación;PELIGROSO;2010;491.228
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2020;413.494
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2019;500.471
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2018;551.362
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2017;470.379
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2016;508.841
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2015;529.139
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2014;510.668
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2013;716.253
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2012;611.328
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2011;502.051
01.4 + 02 + 03.1.Residuos químicos;Recuperación;TOTAL GENERAL;2010;616.893
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2020;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2019;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2018;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2017;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2016;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2015;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2014;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2013;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2012;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2011;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;NO PELIGROSO;2010;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2020;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2019;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2018;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2017;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2016;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2015;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2014;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2013;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2012;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2011;0
01.4 + 02 + 03.1.Residuos químicos;Operaciones de relleno;PELIGROSO;2010;0
